header,label,dataset_fold_1,dataset_fold_2,dataset_fold_3,dataset_fold_4,dataset_fold_5
Q0DGG8,0,test,test,test,test,test
B1HV83,0,test,test,test,test,test
Q9JTM0,0,test,test,test,test,test
Q6YS30,0,test,test,test,test,test
A5UWI3,0,test,test,test,test,test
P78617,0,test,test,test,test,test
A5II48,0,test,test,test,test,test
Q2RWT4,0,test,test,test,test,test
A9BE39,0,test,test,test,test,test
P20359,0,test,test,test,test,test
A7ZUH5,0,test,test,test,test,test
B2TUP5,0,test,test,test,test,test
A3N2D3,0,test,test,test,test,test
Q06GQ3,0,test,test,test,test,test
Q6QUZ0,0,test,test,test,test,test
B2HZS3,0,test,test,test,test,test
B3QIK5|Q6NAI9,0,test,test,test,test,test
A3CTG9,0,test,test,test,test,test
B0KUA9,0,test,test,test,test,test
P07780,0,test,test,test,test,test
Q8PR42,0,test,test,test,test,test
B2GE66,0,test,test,test,test,test
Q0VSD8,0,test,test,test,test,test
Q8PYY0,0,test,test,test,test,test
A1AX51,0,test,test,test,test,test
G4N708,0,test,test,test,test,test
Q8GKS1,0,test,test,test,test,test
Q48V28,0,test,test,test,test,test
I3PFJ9,0,test,test,test,test,test
B5BKK5,0,test,test,test,test,test
Q601Q3|Q4A8D5,0,test,test,test,test,test
A1CFV3,0,test,test,test,test,test
Q8W3Z3,0,test,test,test,test,test
C1AVZ9,0,test,test,test,test,test
A1RR50,0,test,test,test,test,test
Q8NQH0,0,test,test,test,test,test
A4JHX7,0,test,test,test,test,test
Q38ZE1,0,test,test,test,test,test
Q9FR95,0,test,test,test,test,test
Q6LV27,0,test,test,test,test,test
B5XXL3,0,test,test,test,test,test
O34767,0,test,test,test,test,test
B1JDZ8,0,test,test,test,test,test
A0A0C6DUU3,0,test,test,test,test,test
A0A1E3B0R7,0,test,test,test,test,test
Q4UZF8|Q8PD70,0,test,test,test,test,test
A7IPP9,0,test,test,test,test,test
B4S0J8,0,test,test,test,test,test
Q8THA5,0,test,test,test,test,test
C0QUE7,0,test,test,test,test,test
Q8ENY8,0,test,test,test,test,test
A8XT16,0,test,test,test,test,test
Q8ZBG8|A4TQQ1|Q1CM06,0,test,test,test,test,test
Q17QL1,0,test,test,test,test,test
Q3SPQ7,0,test,test,test,test,test
Q9M8M7,0,test,test,test,test,test
C4L6Q0,0,test,test,test,test,test
Q9PDP2,0,test,test,test,test,test
Q3MBJ4,0,test,test,test,test,test
C9Z2Z3,0,test,test,test,test,test
B4SVI1,0,test,test,test,test,test
B1JB36,0,test,test,test,test,test
B2FPP3,0,test,test,test,test,test
Q051T8|Q04RT3,0,test,test,test,test,test
A5D2D8,0,test,test,test,test,test
Q0VPK5,0,test,test,test,test,test
Q7WKH5|Q7W930,0,test,test,test,test,test
B5R9H4,0,test,test,test,test,test
Q39EA2,0,test,test,test,test,test
Q0HM63,0,test,test,test,test,test
B1XWK4,0,test,test,test,test,test
Q8TXA7,0,test,test,test,test,test
Q9JZH1,0,test,test,test,test,test
Q5E9T1,0,test,test,test,test,test
Q03S95,0,test,test,test,test,test
Q9PB43,0,test,test,test,test,test
Q87UB2,0,test,test,test,test,test
P0CY55,0,test,test,test,test,test
Q21V38,0,test,test,test,test,test
Q5HMB7|Q8CNJ5,0,test,test,test,test,test
Q7U5E8,0,test,test,test,test,test
A9N9S2|Q83B60,0,test,test,test,test,test
Q1GE13,0,test,test,test,test,test
Q64611,0,test,test,test,test,test
Q0SNW3,0,test,test,test,test,test
A2S747|Q3JMZ5|A1V8G8|Q63Q85|Q62GD8|A3MPV1|A3NEA0|A3P034,0,test,test,test,test,test
Q04R37|Q04ZE7,0,test,test,test,test,test
Q254S7,0,test,test,test,test,test
Q4L9Y4,0,test,test,test,test,test
B1IUQ4|P30137|A7ZUK8,0,test,test,test,test,test
A0R4I0,0,test,test,test,test,test
B2JQV7,0,test,test,test,test,test
Q3SZJ9,0,test,test,test,test,test
Q7VXZ8,0,test,test,test,test,test
A5E8B1,0,test,test,test,test,test
A5E0Z9,0,test,test,test,test,test
Q65GK4,0,test,test,test,test,test
Q1MNC6,0,test,test,test,test,test
Q5P1J7,0,test,test,test,test,test
P00382,0,test,test,test,test,test
Q476V3,0,test,test,test,test,test
A4Z6H0,0,test,test,test,test,test
Q92AH7,0,test,test,test,test,test
Q9PF26,0,test,test,test,test,test
P0C186|Q2RSB2,0,test,test,test,test,test
A1JRM2,0,test,test,test,test,test
P0A1E2|P0A1E1,0,test,test,test,test,test
B4SLF7,0,test,test,test,test,test
Q2JIK8,0,test,test,test,test,test
Q55905,0,test,test,test,test,test
Q5WYG1,0,test,test,test,test,test
Q3SJE0,0,test,test,test,test,test
Q3IJC7,0,test,test,test,test,test
P47269,0,test,test,test,test,test
Q48PA6,0,test,test,test,test,test
A8FLR7,0,test,test,test,test,test
Q0I9Y0,0,test,test,test,test,test
Q4ULT8,0,test,test,test,test,test
Q8XIQ1|Q0TNP7,0,test,test,test,test,test
P28259,0,test,test,test,test,test
P46708,0,test,test,test,test,test
B5Z711,0,test,test,test,test,test
B1IYX7|B1X7J5|P76423|A8A1W9|C4ZSI8,0,test,test,test,test,test
A2BP81,0,test,test,test,test,test
P59568,0,test,test,test,test,test
Q8FPT3,0,test,test,test,test,test
Q8PPG7,0,test,test,test,test,test
B0BYF0|Q9AKI9|A8GSX5,0,test,test,test,test,test
Q1D739,0,test,test,test,test,test
A0KWX7,0,test,test,test,test,test
Q60HD6,0,test,test,test,test,test
B6EKZ7,0,test,test,test,test,test
P44430,0,test,test,test,test,test
Q3YZP1|B6I4U8|B2TWA2|A8A2I9|B7M6K1,0,test,test,test,test,test
D5TAM8,0,test,test,test,test,test
O66662,0,test,test,test,test,test
Q92WB5,0,test,test,test,test,test
Q28IE5,0,test,test,test,test,test
Q10349,0,test,test,test,test,test
B0RHD6,0,test,test,test,test,test
B9M6H6,0,test,test,test,test,test
Q0K7H7,0,test,test,test,test,test
A1WCJ3,0,test,test,test,test,test
Q6G2G3,0,test,test,test,test,test
Q5L0J6,0,test,test,test,test,test
Q5PC95|B5BG29,0,test,test,test,test,test
P53478,0,test,test,test,test,test
Q5E1R4,0,test,test,test,test,test
Q3AGB7,0,test,test,test,test,test
B2VCA6,0,test,test,test,test,test
B9IZ30,0,test,test,test,test,test
Q8FQ20,0,test,test,test,test,test
Q3S8R0,0,test,test,test,test,test
C6DAI7,0,test,test,test,test,test
O22506,0,test,test,test,test,test
Q5ZRK6,0,test,test,test,test,test
B7MPK0,0,test,test,test,test,test
A6LTS6,0,test,test,test,test,test
A9M5F3,0,test,test,test,test,test
Q6NET5,0,test,test,test,test,test
Q12MK0,0,test,test,test,test,test
B0BTC7,0,test,test,test,test,test
Q2MF22,0,test,test,test,test,test
B9MDL9,0,test,test,test,test,test
A1JJB8,0,test,test,test,test,test
Q04G13,0,test,test,test,test,test
B0V6L1|B2I061|B7H2H0|A3M0X0|B7IBS4,0,test,test,test,test,test
A6UV59,0,test,test,test,test,test
Q8TL39,0,test,test,test,test,test
B1ZP77,0,test,test,test,test,test
B2HW19,0,test,test,test,test,test
A6UCR6,0,test,test,test,test,test
B0KC73,0,test,test,test,test,test
Q5JHR7,0,test,test,test,test,test
C0KTJ6,0,test,test,test,test,test
Q6B8Q8,0,test,test,test,test,test
O24677,0,test,test,test,test,test
Q13DY0,0,test,test,test,test,test
Q9V0Y6,0,test,test,test,test,test
Q8EWT4,0,test,test,test,test,test
Q986R4,0,test,test,test,test,test
B5YY78,0,test,test,test,test,test
A4HXU4,0,test,test,test,test,test
Q09FV4,0,test,test,test,test,test
Q8PH05,0,test,test,test,test,test
Q6NEB7,0,test,test,test,test,test
Q87WV2,0,test,test,test,test,test
Q8FIP6,0,test,test,test,test,test
A5FA76,0,test,test,test,test,test
A5IYA8,0,test,test,test,test,test
P11035,0,test,test,test,test,test
B4U8R9,0,test,test,test,test,test
Q5NYT7,0,test,test,test,test,test
A5W9B2|Q88DT3,0,test,test,test,test,test
Q2IUM8,0,test,test,test,test,test
Q8K979,0,test,test,test,test,test
Q7VM27,0,test,test,test,test,test
Q73Q03,0,test,test,test,test,test
B3CMH5,0,test,test,test,test,test
A1AVH0,0,test,test,test,test,test
A8ANW0,0,test,test,test,test,test
O27375,0,test,test,test,test,test
A9R5Q1,0,test,test,test,test,test
O95786,0,test,test,test,test,test
P61895,0,test,test,test,test,test
Q29562,0,test,test,test,test,test
Q87F51,0,test,test,test,test,test
A7NFI9,0,test,test,test,test,test
B2TS69,0,test,test,test,test,test
B1VMF9,0,test,test,test,test,test
Q31RU7|Q5N2F9,0,test,test,test,test,test
Q6LLZ1,0,test,test,test,test,test
A8G243,0,test,test,test,test,test
Q1GV40,0,test,test,test,test,test
B8C6V3,0,test,test,test,test,test
A1VF83|Q72DM8,0,test,test,test,test,test
D0VMR7,0,test,test,test,test,test
Q3J263|A3PK50,0,test,test,test,test,test
Q6D8F4,0,test,test,test,test,test
O29548,0,test,test,test,test,test
Q45589,0,test,test,test,test,test
Q8E4R7,0,test,test,test,test,test
Q91WG0,0,test,test,test,test,test
Q5JFN7,0,test,test,test,test,test
B8E5U7|A6WS79|A9L1M6,0,test,test,test,test,test
P49753,0,test,test,test,test,test
Q9Z3S0,0,test,test,test,test,test
P0DB24|P0DB25,0,test,test,test,test,test
Q045M0,0,test,test,test,test,test
Q91VF2,0,test,test,test,test,test
O29361,0,test,test,test,test,test
Q8U4Q8,0,test,test,test,test,test
B2JHY0,0,test,test,test,test,test
B8GR94,0,test,test,test,test,test
Q8A2T6,0,test,test,test,test,test
A0AIY1,0,test,test,test,test,test
Q57242,0,test,test,test,test,test
Q6FS54,0,test,test,test,test,test
B2X1Y2,0,test,test,test,test,test
A3NDW2,0,test,test,test,test,test
Q9JSS6,0,test,test,test,test,test
Q4R8S6,0,test,test,test,test,test
A0A0H5BN61,0,test,test,test,test,test
A1TP96,0,test,test,test,test,test
Q47QS8,0,test,test,test,test,test
B1I4H2,0,test,test,test,test,test
Q92UG4,0,test,test,test,test,test
Q82UP9,0,test,test,test,test,test
B5Z6U3,0,test,test,test,test,test
Q7ZVN5,0,test,test,test,test,test
Q92N38,0,test,test,test,test,test
A4FZB7,0,test,test,test,test,test
A8HZA8,0,test,test,test,test,test
Q5PBM3,0,test,test,test,test,test
A2C7Q7,0,test,test,test,test,test
Q3JAF4,0,test,test,test,test,test
Q41761,0,test,test,test,test,test
A4Y7N9,0,test,test,test,test,test
O52831,0,test,test,test,test,test
Q1QA12,0,test,test,test,test,test
P20074,0,test,test,test,test,test
P27994,0,test,test,test,test,test
K7VCB9,0,test,test,test,test,test
Q9XB59,0,test,test,test,test,test
F1CMX0,0,test,test,test,test,test
Q9RV25,0,test,test,test,test,test
Q1ICQ6,0,test,test,test,test,test
B7I8P7,0,test,test,test,test,test
B4SAN6,0,test,test,test,test,test
O43708,0,test,test,test,test,test
Q73M14,0,test,test,test,test,test
A1BEZ3,0,test,test,test,test,test
A6VQ74,0,test,test,test,test,test
C1ELF0|A0RB64,0,test,test,test,test,test
K7WQ45,0,test,test,test,test,test
Q2SFI7,0,test,test,test,test,test
A5GT34,0,test,test,test,test,test
Q59543,0,test,test,test,test,test
B5EF40,0,test,test,test,test,test
Q5JGE6,0,test,test,test,test,test
Q8NQV2,0,test,test,test,test,test
B0RSL6,0,test,test,test,test,test
Q5E7P1,0,test,test,test,test,test
Q5E8M6,0,test,test,test,test,test
Q99XR2,0,test,test,test,test,test
B2VIF3,0,test,test,test,test,test
Q1GEY0,0,test,test,test,test,test
C6DHT5,0,test,test,test,test,test
Q1JIR5,0,test,test,test,test,test
Q5WHT9,0,test,test,test,test,test
Q5UXG4,0,test,test,test,test,test
B3QQ34,0,test,test,test,test,test
O76511,0,test,test,test,test,test
B5R1Q4,0,test,test,test,test,test
Q8U1M0,0,test,test,test,test,test
Q3AEQ2,0,test,test,test,test,test
Q9KT07,0,test,test,test,test,test
B8IRU5,0,test,test,test,test,test
C3L738|C3P658|Q81WF0|B7JJX5,0,test,test,test,test,test
Q722Y6,0,test,test,test,test,test
Q32BA3,0,test,test,test,test,test
P77884,0,test,test,test,test,test
A8IGE6,0,test,test,test,test,test
A9QNE7,0,test,test,test,test,test
A2AKK5,0,test,test,test,test,test
Q6HLE7,0,test,test,test,test,test
B4T2X8,0,test,test,test,test,test
Q9PK62,0,test,test,test,test,test
A7MQK2,0,test,test,test,test,test
A1C595,0,test,test,test,test,test
A5UD85,0,test,test,test,test,test
Q65ZT0,0,test,test,test,test,test
Q8KAY7,0,test,test,test,test,test
B3PCR5,0,test,test,test,test,test
B0TBA0,0,test,test,test,test,test
Q6FJA5,0,test,test,test,test,test
Q6GIB7,0,test,test,test,test,test
P11466,0,test,test,test,test,test
Q8XV81,0,test,test,test,test,test
A4IQA8,0,test,test,test,test,test
B1LAJ8|Q9X2E5,0,test,test,test,test,test
Q07NF3,0,test,test,test,test,test
A7J3A4,0,test,test,test,test,test
A8A2V7|B1IWJ3|B1XAD8|P37128,0,test,test,test,test,test
Q21MG9,0,test,test,test,test,test
Q13E66,0,test,test,test,test,test
Q2FM20,0,test,test,test,test,test
Q92EG6,0,test,test,test,test,test
Q2RMW1,0,test,test,test,test,test
Q6FCH8,0,test,test,test,test,test
Q0K5M5,0,test,test,test,test,test
P28819,0,test,test,test,test,test
Q5ZTY0,0,test,test,test,test,test
D1A2Q5,0,test,test,test,test,test
A8IM75,0,test,test,test,test,test
Q15QB2,0,test,test,test,test,test
Q8G5P2,0,test,test,test,test,test
A7ZPS4|B1LNC8|Q31Y13|B7LCL6|A8A2X1|Q3YZ74|P63944|B2TXQ4|P63943|B7NQL6|B7MYB7|B5Z015|B6I548,0,test,test,test,test,test
A3QIN8,0,test,test,test,test,test
Q99X99,0,test,test,test,test,test
A8Z6C7,0,test,test,test,test,test
Q1LNS3,0,test,test,test,test,test
B4I0K4,0,test,test,test,test,test
P20858,0,test,test,test,test,test
H3BCW1,0,test,test,test,test,test
Q19QT7,0,test,test,test,test,test
P03958,0,test,test,test,test,test
Q2HBN4,0,test,test,test,test,test
Q2JQ59,0,test,test,test,test,test
B3QSP0,0,test,test,test,test,test
B8F9X0,0,test,test,test,test,test
Q38V07,0,test,test,test,test,test
O25836,0,test,test,test,test,test
Q92AH1,0,test,test,test,test,test
Q6DAL8,0,test,test,test,test,test
Q7WR84|Q7W2B6|Q7VT93,0,test,test,test,test,test
P41581,0,test,test,test,test,test
Q7V1R7,0,test,test,test,test,test
A0A348B782,0,test,test,test,test,test
A1VYL5,0,test,test,test,test,test
Q82QG3,0,test,test,test,test,test
Q5RAB4,0,test,test,test,test,test
A6H5E7,0,test,test,test,test,test
Q8NZF8,0,test,test,test,test,test
B8DF19,0,test,test,test,test,test
P00330,0,test,test,test,test,test
B5XPC8|A6TBG6,0,test,test,test,test,test
P61660|Q8F9R6,0,test,test,test,test,test
Q88V90,0,test,test,test,test,test
Q48AR8,0,test,test,test,test,test
P32892,0,test,test,test,test,test
Q7W977,0,test,test,test,test,test
Q74ZW4,0,test,test,test,test,test
Q9BZ23,0,test,test,test,test,test
Q8E2D9,0,test,test,test,test,test
Q3M9L4,0,test,test,test,test,test
Q7H8M1,0,test,test,test,test,test
B5F7I4,0,test,test,test,test,test
Q0VMF3,0,test,test,test,test,test
B7LL66,0,test,test,test,test,test
Q02YS6,0,test,test,test,test,test
Q7V3Y6,0,test,test,test,test,test
A3NC70,0,test,test,test,test,test
Q31UI9|B7NFA0|Q8FBP7|B6I4D2|B2TTZ8|Q0TAS9|Q0SYY5|A7ZTZ8|Q3YVG8|Q329X3|B1LLW8|B7N288,0,test,test,test,test,test
P57924,0,test,test,test,test,test
Q5N140,0,test,test,test,test,test
A0A0H2UQZ4,0,test,test,test,test,test
Q60358,0,test,test,test,test,test
C4K3J5,0,test,test,test,test,test
P49235,0,test,test,test,test,test
Q0IIG5,0,test,test,test,test,test
B2SZV7,0,test,test,test,test,test
Q3KFR5,0,test,test,test,test,test
Q2RNA5,0,test,test,test,test,test
Q8P3J4,0,test,test,test,test,test
P28241,0,test,test,test,test,test
Q1IMB2,0,test,test,test,test,test
P45425,0,test,test,test,test,test
A9MA28,0,test,test,test,test,test
A0A172J1R7,0,test,test,test,test,test
Q7WJ92,0,test,test,test,test,test
P05149,0,test,test,test,test,test
A0R191,0,test,test,test,test,test
B2VF24,0,test,test,test,test,test
B2TNF7,0,test,test,test,test,test
Q60A54,0,test,test,test,test,test
Q9KTB7|A5F2U0|C3LTN4,0,test,test,test,test,test
B7LMX3,0,test,test,test,test,test
B6HE56,0,test,test,test,test,test
Q5HG20,0,test,test,test,test,test
Q0BLC7|A7NCX8,0,test,test,test,test,test
G0Y7D3,0,test,test,test,test,test
C1EMB1,0,test,test,test,test,test
B0KCE5|B0K5C1,0,test,test,test,test,test
A4TSC2|Q1C282|Q1CD17|Q8ZJN0,0,test,test,test,test,test
Q0BTD5,0,test,test,test,test,test
Q7MAH8,0,test,test,test,test,test
Q38V12,0,test,test,test,test,test
B7UR89,0,test,test,test,test,test
Q8NCC3,0,test,test,test,test,test
A0LQR3,0,test,test,test,test,test
P0C2E5,0,test,test,test,test,test
A5W709,0,test,test,test,test,test
A8FFF0,0,test,test,test,test,test
Q9CDQ6,0,test,test,test,test,test
P20606,0,test,test,test,test,test
B1LYB4,0,test,test,test,test,test
P19160,0,test,test,test,test,test
A9IYR6,0,test,test,test,test,test
P17845,0,test,test,test,test,test
A0PNQ1,0,test,test,test,test,test
Q6LMT1,0,test,test,test,test,test
Q9HVR0,0,test,test,test,test,test
Q9BIC6,0,test,test,test,test,test
B1LB31,0,test,test,test,test,test
A8LXX3,0,test,test,test,test,test
Q6LUJ6,0,test,test,test,test,test
Q16HW7,0,test,test,test,test,test
Q88Y41,0,test,test,test,test,test
D3SQW0,0,test,test,test,test,test
B1L821,0,test,test,test,test,test
Q5GRS1,0,test,test,test,test,test
P44680,0,test,test,test,test,test
Q9ZSA8,0,test,test,test,test,test
Q7NL03,0,test,test,test,test,test
A6Q3S1,0,test,test,test,test,test
B3Q6Y9,0,test,test,test,test,test
Q3BNG9,0,test,test,test,test,test
B6JKG8,0,test,test,test,test,test
Q05079,0,test,test,test,test,test
J9RYI6,0,test,test,test,test,test
A8FAP9,0,test,test,test,test,test
O27495,0,test,test,test,test,test
A0PU27,0,test,test,test,test,test
C1A8Z5,0,test,test,test,test,test
C0KWV6,0,test,test,test,test,test
F2XFA2,0,test,test,test,test,test
Q3SWF1,0,test,test,test,test,test
Q6D7B4,0,test,test,test,test,test
Q8GMJ0,0,test,test,test,test,test
B9J6R6,0,test,test,test,test,test
A6KXB4,0,test,test,test,test,test
B6YTJ5,0,test,test,test,test,test
Q9V0E1,0,test,test,test,test,test
Q43072,0,test,test,test,test,test
Q52309,0,test,test,test,test,test
Q8DYU4|Q3K0D3|Q8E4F2,0,test,test,test,test,test
Q2KUD7,0,test,test,test,test,test
A8FMU4,0,test,test,test,test,test
A0AXR0,0,test,test,test,test,test
U3KRF2,0,test,test,test,test,test
Q8PH09,0,test,test,test,test,test
Q0BI00,0,test,test,test,test,test
A0PPD3,0,test,test,test,test,test
Q13YI7,0,test,test,test,test,test
A8AW99,0,test,test,test,test,test
Q17XN9,0,test,test,test,test,test
Q3JCT2,0,test,test,test,test,test
A8ER22,0,test,test,test,test,test
A1AS43,0,test,test,test,test,test
B6ZK76,0,test,test,test,test,test
B8IZX8,0,test,test,test,test,test
B3H1D9,0,test,test,test,test,test
Q49YC7,0,test,test,test,test,test
A7MUP2,0,test,test,test,test,test
Q65P46,0,test,test,test,test,test
A6W933,0,test,test,test,test,test
Q8GXD6,0,test,test,test,test,test
Q9Y9I9,0,test,test,test,test,test
A1B195,0,test,test,test,test,test
Q1PS23,0,test,test,test,test,test
B5RH64,0,test,test,test,test,test
A0KQH8,0,test,test,test,test,test
A8M2W8,0,test,test,test,test,test
B2FU10,0,test,test,test,test,test
B2TS13,0,test,test,test,test,test
O25515,0,test,test,test,test,test
Q3KJA1,0,test,test,test,test,test
B8IHS8,0,test,test,test,test,test
B5EZ54,0,test,test,test,test,test
P75293,0,test,test,test,test,test
B5EHY0,0,test,test,test,test,test
B5QW68,0,test,test,test,test,test
B2GA98,0,test,test,test,test,test
P57306,0,test,test,test,test,test
H1ZZA4,0,test,test,test,test,test
Q087K5,0,test,test,test,test,test
C5BMB1,0,test,test,test,test,test
B1GYY9,0,test,test,test,test,test
Q8NLE6,0,test,test,test,test,test
Q89PW2,0,test,test,test,test,test
Q84WV0,0,test,test,test,test,test
A2SQG6,0,test,test,test,test,test
C0ZP17,0,test,test,test,test,test
A8GPW6,0,test,test,test,test,test
A5CRV6,0,test,test,test,test,test
Q0VSR3,0,test,test,test,test,test
A0A2K9RG08,0,test,test,test,test,test
Q7Z449,0,test,test,test,test,test
Q66D54|B2K8U4,0,test,test,test,test,test
A6WXX7,0,test,test,test,test,test
P51032,0,test,test,test,test,test
A6W1X1,0,test,test,test,test,test
B4RWE6,0,test,test,test,test,test
A4QHG2,0,test,test,test,test,test
P26179,0,test,test,test,test,test
Q8DCF5,0,test,test,test,test,test
Q96552,0,test,test,test,test,test
Q7VGG0,0,test,test,test,test,test
Q3MHR2,0,test,test,test,test,test
Q5H879,0,test,test,test,test,test
Q3ABL6,0,test,test,test,test,test
Q220J4,0,test,test,test,test,test
Q114U6,0,test,test,test,test,test
A7GPY3,0,test,test,test,test,test
E6N013|P0DH57,0,test,test,test,test,test
A4FBP2,0,test,test,test,test,test
Q889Z3,0,test,test,test,test,test
B1IMQ2,0,test,test,test,test,test
B1KRP6,0,test,test,test,test,test
A7HW48,0,test,test,test,test,test
Q5HP11|Q8CSF2,0,test,test,test,test,test
Q9I6J9,0,test,test,test,test,test
P39641,0,test,test,test,test,test
B0U1Q5,0,test,test,test,test,test
Q7VAS4,0,test,test,test,test,test
B9MKG1,0,test,test,test,test,test
Q5M391|Q5LYM8,0,test,test,test,test,test
Q1ICB3,0,test,test,test,test,test
Q03VW4,0,test,test,test,test,test
Q7WE57,0,test,test,test,test,test
Q7NRT0,0,test,test,test,test,test
Q18BJ5,0,test,test,test,test,test
B9MFR5|A1WC09,0,test,test,test,test,test
A5FB49,0,test,test,test,test,test
B2UZK0,0,test,test,test,test,test
Q1CUP8,0,test,test,test,test,test
A6T1X9,0,test,test,test,test,test
Q30S65,0,test,test,test,test,test
Q8ZGJ9|Q66CS8,0,test,test,test,test,test
Q7MPK7,0,test,test,test,test,test
B5Z2Q2|Q8X680,0,test,test,test,test,test
Q7VQF2,0,test,test,test,test,test
O08451,0,test,test,test,test,test
A9N9X0,0,test,test,test,test,test
A5EV27,0,test,test,test,test,test
B5F052,0,test,test,test,test,test
Q7W089,0,test,test,test,test,test
Q65R57,0,test,test,test,test,test
Q21217,0,test,test,test,test,test
A6UFC6,0,test,test,test,test,test
Q8PID9,0,test,test,test,test,test
A3M5Y3|B0VQI6|B7I920|B0V675|B7H225,0,test,test,test,test,test
B0RED4,0,test,test,test,test,test
Q7MIA6|P59294,0,test,test,test,test,test
Q15W98,0,test,test,test,test,test
Q82KI9,0,test,test,test,test,test
Q57MS2,0,test,test,test,test,test
Q6H941,0,test,test,test,test,test
Q31C80,0,test,test,test,test,test
P63225|B7LHF3|Q325S4|Q0TL93|B6HZW0|A7ZWI6|P63227|B5Z0M1|P63226|B7M252|P63224|B7MC74|B1LHM8|C4ZRV8|A7ZHY1|B7MQ59|B1IPP6|Q3Z5B4|B7N8A8|B2U3R4|B1XD84,0,test,test,test,test,test
Q9A0D0,0,test,test,test,test,test
B0UML5,0,test,test,test,test,test
Q5X4J9,0,test,test,test,test,test
B5BEK3|B4T361|Q5PEY3|A9N078,0,test,test,test,test,test
